checkin_type,delay_at_checkout_in_minutes
mobile,12.0
connect,-5.0
mobile,-24.0
mobile,53.0
mobile,2.0
mobile,84.0
mobile,161.0
mobile,52.0
mobile,10.0
mobile,-27.0
connect,4.0
mobile,-58.0
mobile,-253.0
mobile,54.0
mobile,-7.0
connect,-93.0
mobile,-14.0
mobile,10.0
mobile,-87.0
mobile,-7.0
mobile,21.0
connect,-10.0
mobile,11.0
mobile,-48.0
mobile,264.0
mobile,-34.0
mobile,-543.0
connect,-121.0
mobile,52.0
mobile,248.0
connect,-45.0
mobile,-249.0
mobile,0.0
mobile,58.0
mobile,-100.0
connect,-9.0
mobile,-43.0
connect,68.0
connect,90.0
mobile,40.0
mobile,48.0
mobile,22.0
connect,-14.0
mobile,-67.0
mobile,-21.0
mobile,72.0
mobile,9.0
connect,-2.0
mobile,51.0
mobile,125.0
mobile,34.0
mobile,43.0
mobile,75.0
mobile,-120.0
mobile,-100.0
connect,-126.0
mobile,22.0
mobile,-30.0
mobile,76.0
mobile,-1.0
mobile,-55.0
connect,8.0
mobile,364.0
mobile,-716.0
mobile,-93.0
mobile,-5.0
mobile,-140.0
mobile,-5475.0
mobile,11.0
mobile,264.0
connect,55.0
mobile,-3.0
mobile,18.0
connect,-491.0
connect,-914.0
mobile,-123.0
mobile,260.0
mobile,5907.0
connect,11.0
mobile,-23.0
connect,-47.0
mobile,2.0
mobile,-8.0
mobile,1153.0
mobile,75.0
mobile,547.0
mobile,20.0
mobile,25.0
mobile,-15.0
mobile,-5.0
mobile,13.0
mobile,-23.0
mobile,42.0
mobile,33.0
mobile,153.0
mobile,-52.0
mobile,-12.0
mobile,152.0
mobile,-18.0
mobile,26.0
mobile,121.0
mobile,-4.0
mobile,-172.0
mobile,-5.0
mobile,-5.0
mobile,-4.0
connect,-55.0
mobile,-6.0
mobile,-47.0
connect,-12.0
connect,16.0
mobile,23.0
mobile,101.0
mobile,-112.0
mobile,12.0
connect,60.0
mobile,-46.0
mobile,-7.0
connect,-33.0
mobile,-4.0
mobile,-41.0
mobile,137.0
connect,0.0
mobile,102.0
mobile,45.0
connect,-71.0
mobile,13.0
connect,30.0
mobile,-13.0
mobile,74.0
mobile,-1.0
mobile,10.0
mobile,45.0
connect,3.0
mobile,6.0
mobile,-168.0
mobile,-507.0
mobile,94.0
mobile,-29.0
mobile,7.0
mobile,-88.0
mobile,-72.0
connect,-26.0
mobile,835.0
mobile,0.0
mobile,-19.0
mobile,-80.0
mobile,21.0
mobile,86.0
connect,-40.0
mobile,11.0
mobile,1431.0
connect,-2109.0
connect,-25.0
mobile,32.0
mobile,-5.0
mobile,32.0
connect,-78.0
connect,130.0
mobile,26.0
connect,143.0
mobile,-16.0
mobile,-236.0
mobile,117.0
mobile,71.0
mobile,-16.0
mobile,217.0
connect,-161.0
connect,6.0
mobile,32.0
mobile,1448.0
mobile,30.0
mobile,-83.0
mobile,-2.0
connect,26.0
mobile,139.0
mobile,189.0
connect,-151.0
connect,-61.0
mobile,99.0
connect,-106.0
mobile,3.0
mobile,-107.0
mobile,268.0
mobile,57.0
connect,-43.0
mobile,-99.0
mobile,2.0
mobile,25.0
mobile,33.0
mobile,277.0
connect,27.0
mobile,281.0
mobile,1422.0
mobile,54.0
mobile,-25.0
mobile,-96.0
mobile,-38.0
mobile,10.0
mobile,94.0
mobile,39.0
mobile,133.0
connect,51.0
connect,41.0
mobile,169.0
connect,-121.0
mobile,70.0
mobile,31.0
mobile,1589.0
mobile,-152.0
mobile,5.0
mobile,-33.0
mobile,69.0
mobile,9.0
mobile,1634.0
mobile,23.0
mobile,19.0
connect,-89.0
mobile,55.0
mobile,58.0
mobile,-11.0
connect,39.0
mobile,-5.0
mobile,118.0
mobile,9.0
mobile,-20.0
mobile,867.0
mobile,585.0
mobile,357.0
mobile,-530.0
mobile,470.0
mobile,38.0
mobile,-13.0
mobile,-19.0
mobile,32.0
mobile,-73.0
mobile,228.0
connect,117.0
mobile,29.0
mobile,100.0
mobile,-303.0
mobile,4.0
mobile,-5.0
mobile,61.0
mobile,-13.0
mobile,-112.0
mobile,5.0
mobile,-244.0
mobile,-12.0
connect,-41.0
mobile,299.0
mobile,43.0
mobile,-49.0
connect,39.0
mobile,89.0
mobile,6.0
mobile,17.0
mobile,-58.0
mobile,-204.0
mobile,11.0
mobile,-3.0
connect,3.0
mobile,12.0
mobile,32.0
connect,-84.0
mobile,97.0
mobile,-46.0
mobile,-5.0
connect,-217.0
mobile,-25.0
mobile,66.0
mobile,-56.0
mobile,-3.0
connect,434.0
mobile,14.0
connect,-75.0
connect,-27.0
mobile,12.0
mobile,6562.0
connect,-11.0
connect,-37.0
connect,-1.0
mobile,64.0
mobile,-19.0
mobile,-626.0
connect,-194.0
connect,-232.0
mobile,87.0
mobile,-20.0
mobile,29.0
mobile,-31.0
mobile,59.0
mobile,23.0
connect,-52.0
mobile,111.0
mobile,-62.0
mobile,-1220.0
connect,56.0
connect,142.0
mobile,-45.0
mobile,21.0
mobile,3.0
mobile,115.0
connect,15.0
connect,11.0
mobile,12.0
connect,-37.0
mobile,17.0
mobile,-5.0
connect,-7.0
mobile,-14.0
mobile,-63.0
mobile,28.0
mobile,76.0
connect,-238.0
connect,-7.0
mobile,-28.0
mobile,31.0
mobile,105.0
mobile,73.0
mobile,70.0
connect,-52.0
connect,94.0
connect,57.0
mobile,209.0
mobile,-1124.0
mobile,12.0
mobile,-11.0
mobile,-5.0
mobile,-293.0
connect,-37.0
mobile,-82.0
mobile,17.0
mobile,-44.0
connect,-67.0
mobile,6.0
mobile,-7.0
mobile,-23.0
mobile,0.0
mobile,145.0
connect,-37.0
connect,35.0
mobile,-31.0
mobile,-81.0
connect,-131.0
mobile,26.0
mobile,14.0
mobile,1556.0
mobile,1097.0
mobile,45.0
mobile,-12.0
mobile,-78.0
mobile,-46.0
mobile,-299.0
mobile,7.0
mobile,-7.0
mobile,30.0
mobile,16.0
connect,412.0
mobile,74.0
mobile,24.0
mobile,136.0
mobile,106.0
mobile,810.0
mobile,126.0
mobile,3.0
mobile,28.0
mobile,-41.0
connect,93.0
mobile,-77.0
mobile,15.0
mobile,-15.0
mobile,87.0
mobile,124.0
mobile,11.0
mobile,40.0
connect,81.0
mobile,45.0
mobile,-14.0
mobile,213.0
connect,-36.0
mobile,240.0
connect,-69.0
mobile,-34.0
connect,10.0
mobile,134.0
mobile,-427.0
connect,-24.0
mobile,-305.0
mobile,-18.0
mobile,7.0
connect,-85.0
mobile,-26.0
mobile,13.0
mobile,13.0
mobile,-46.0
mobile,5.0
connect,-922.0
connect,-54.0
mobile,47.0
mobile,-41.0
mobile,31.0
connect,-27.0
mobile,-60.0
mobile,-32.0
connect,-137.0
mobile,-46.0
connect,109.0
mobile,23.0
mobile,-12.0
mobile,104.0
mobile,32.0
mobile,-105.0
mobile,-22.0
mobile,2763.0
mobile,11.0
mobile,41.0
mobile,40.0
mobile,-60.0
mobile,32.0
connect,-652.0
mobile,550.0
mobile,-26.0
connect,-27.0
connect,-93.0
connect,-78.0
mobile,96.0
connect,103.0
mobile,12.0
connect,-29.0
connect,6.0
mobile,167.0
mobile,43.0
connect,188.0
mobile,-5.0
mobile,-32.0
mobile,32.0
connect,28.0
connect,-44.0
connect,81.0
mobile,46.0
mobile,161.0
mobile,22.0
mobile,36.0
mobile,50.0
mobile,21.0
mobile,-141.0
mobile,-93.0
mobile,90.0
connect,-7.0
mobile,145.0
mobile,-1.0
mobile,-29.0
mobile,50.0
connect,-39.0
connect,-746.0
connect,-106.0
connect,-78.0
mobile,39.0
connect,-29.0
connect,-71.0
mobile,9.0
mobile,19.0
mobile,18.0
mobile,75.0
mobile,2.0
connect,15.0
connect,-18.0
mobile,36.0
mobile,-58.0
mobile,20.0
mobile,-4.0
mobile,-480.0
mobile,1077.0
mobile,-1.0
connect,-67.0
connect,51.0
mobile,-22.0
mobile,151.0
mobile,13.0
mobile,22.0
mobile,-443.0
connect,-163.0
mobile,7.0
connect,17.0
connect,-173.0
mobile,100.0
connect,119.0
mobile,-4.0
mobile,-533.0
mobile,56.0
connect,49.0
connect,-33.0
mobile,-37.0
connect,-2.0
mobile,38.0
mobile,-50.0
mobile,3.0
mobile,41.0
connect,13.0
mobile,167.0
mobile,23.0
mobile,10.0
connect,303.0
connect,-107.0
mobile,-104.0
connect,-55.0
mobile,2.0
connect,109.0
mobile,78.0
mobile,45.0
mobile,28.0
mobile,0.0
mobile,6606.0
mobile,-88.0
mobile,-156.0
mobile,5.0
mobile,24.0
mobile,33.0
connect,-12.0
mobile,42.0
mobile,82.0
mobile,-7.0
mobile,37.0
connect,9.0
mobile,-6.0
mobile,-6.0
mobile,16.0
mobile,85.0
mobile,53.0
mobile,38.0
mobile,-376.0
connect,1.0
connect,-236.0
mobile,285.0
mobile,-120.0
mobile,356.0
mobile,43.0
mobile,154.0
mobile,-34.0
mobile,-5.0
mobile,4.0
mobile,1159.0
mobile,-92.0
mobile,64.0
mobile,9.0
connect,-186.0
mobile,129.0
connect,-75.0
mobile,114.0
mobile,-20.0
mobile,-81.0
mobile,138.0
mobile,7.0
mobile,170.0
mobile,121.0
mobile,-4.0
mobile,-30.0
connect,85.0
mobile,12.0
mobile,60.0
connect,-137.0
mobile,-38.0
mobile,54.0
mobile,153.0
connect,-44.0
mobile,192.0
connect,9.0
mobile,-133.0
mobile,-274.0
connect,-595.0
connect,-161.0
mobile,14.0
mobile,12.0
mobile,133.0
connect,107.0
mobile,-79.0
mobile,279.0
connect,52.0
mobile,-157.0
mobile,10.0
connect,-58.0
mobile,-33.0
mobile,148.0
mobile,24.0
mobile,-179.0
mobile,-15.0
mobile,-1.0
mobile,17.0
connect,118.0
mobile,3.0
mobile,2984.0
mobile,24.0
connect,-598.0
mobile,-32.0
connect,-13.0
mobile,-1.0
mobile,-12.0
mobile,-8.0
mobile,1034.0
mobile,7.0
mobile,-314.0
mobile,60.0
mobile,177.0
mobile,2.0
mobile,50.0
mobile,398.0
mobile,-64.0
connect,46.0
mobile,196.0
mobile,264.0
connect,-19.0
mobile,5.0
mobile,49.0
mobile,72.0
mobile,29.0
mobile,-129.0
mobile,139.0
connect,24.0
mobile,102.0
connect,-8.0
mobile,-36.0
mobile,-1575.0
connect,31.0
mobile,-8.0
mobile,61.0
mobile,113.0
mobile,39.0
mobile,90.0
connect,18.0
mobile,-40.0
connect,-25.0
mobile,161.0
mobile,-42.0
connect,7.0
mobile,20.0
connect,-33.0
connect,58.0
mobile,193.0
connect,20.0
mobile,-197.0
mobile,17.0
connect,94.0
mobile,92.0
mobile,38.0
mobile,2.0
mobile,-41.0
mobile,38.0
connect,-198.0
mobile,69.0
mobile,2.0
mobile,25.0
connect,-260.0
mobile,18.0
mobile,16.0
mobile,-357.0
connect,41.0
mobile,767.0
mobile,-600.0
connect,-137.0
mobile,64.0
mobile,72.0
mobile,-288.0
mobile,4.0
mobile,2.0
connect,-26.0
mobile,40.0
mobile,-159.0
mobile,-89.0
mobile,-132.0
mobile,354.0
mobile,244.0
mobile,1324.0
mobile,39.0
mobile,82.0
mobile,7.0
connect,-768.0
mobile,10.0
mobile,108.0
connect,-78.0
mobile,167.0
connect,1.0
mobile,39.0
mobile,351.0
mobile,63.0
mobile,43.0
mobile,94.0
mobile,87.0
mobile,-22.0
mobile,-20.0
mobile,-28.0
mobile,17.0
mobile,31.0
connect,-288.0
mobile,2794.0
mobile,133.0
connect,69.0
connect,-299.0
mobile,-3.0
mobile,-61.0
mobile,51.0
mobile,-78.0
mobile,69.0
mobile,-2676.0
mobile,-75.0
mobile,1560.0
connect,7.0
mobile,-823.0
mobile,61.0
mobile,14.0
mobile,-141.0
mobile,95.0
mobile,12.0
connect,-147.0
mobile,-226.0
mobile,-47.0
mobile,-20.0
mobile,5.0
connect,-2767.0
mobile,625.0
mobile,38.0
connect,-36.0
mobile,18.0
mobile,10.0
connect,-36.0
mobile,6.0
mobile,36.0
mobile,832.0
mobile,121.0
mobile,148.0
mobile,99.0
connect,-61.0
mobile,107.0
mobile,-4.0
mobile,14.0
mobile,7.0
mobile,-67.0
mobile,24.0
connect,-2.0
connect,-100.0
mobile,-63.0
mobile,1412.0
mobile,31.0
mobile,931.0
mobile,41.0
mobile,25.0
mobile,-99.0
mobile,-31.0
mobile,67.0
connect,-18.0
mobile,15.0
mobile,-15.0
mobile,-803.0
mobile,58.0
connect,-154.0
mobile,25.0
connect,-126.0
mobile,0.0
mobile,-12.0
mobile,8.0
mobile,142.0
mobile,193.0
mobile,148.0
connect,44.0
connect,-62.0
mobile,-65.0
mobile,30.0
mobile,-8.0
mobile,452.0
mobile,70.0
mobile,19.0
mobile,-14.0
mobile,-69.0
mobile,74.0
connect,32.0
mobile,-207.0
mobile,-76.0
mobile,-27.0
mobile,3.0
mobile,79.0
mobile,7.0
mobile,-23.0
mobile,-56.0
mobile,6.0
connect,20.0
mobile,864.0
mobile,-31.0
mobile,202.0
connect,175.0
mobile,-7.0
connect,-1.0
mobile,68.0
mobile,110.0
mobile,-145.0
mobile,208.0
mobile,-66.0
mobile,19.0
mobile,-53.0
mobile,240.0
connect,16.0
connect,-71.0
connect,-313.0
mobile,-81.0
mobile,597.0
mobile,-55.0
mobile,66.0
mobile,30.0
mobile,393.0
mobile,681.0
mobile,52.0
mobile,21.0
mobile,-189.0
mobile,7.0
mobile,41.0
mobile,37.0
mobile,13.0
mobile,62.0
mobile,25.0
mobile,61.0
mobile,-24.0
connect,1.0
mobile,-181.0
mobile,-55.0
mobile,-26.0
connect,70.0
mobile,-38.0
mobile,-29.0
mobile,-48.0
mobile,-317.0
mobile,39.0
mobile,-66.0
mobile,90.0
mobile,60.0
mobile,254.0
mobile,33.0
mobile,1600.0
mobile,133.0
connect,-12.0
connect,-18.0
mobile,-72.0
connect,-37.0
mobile,648.0
mobile,409.0
mobile,37.0
mobile,2.0
mobile,-148.0
mobile,87.0
mobile,-138.0
mobile,-269.0
mobile,-787.0
connect,55.0
mobile,-93.0
mobile,-139.0
mobile,-36.0
mobile,3.0
mobile,17.0
connect,-36.0
mobile,94.0
mobile,-572.0
mobile,1.0
mobile,-333.0
mobile,-900.0
mobile,731.0
mobile,6.0
mobile,1.0
mobile,102.0
connect,6.0
connect,25.0
mobile,-1195.0
mobile,60.0
mobile,31.0
mobile,15.0
mobile,28.0
mobile,-184.0
connect,-12.0
connect,99.0
mobile,-6.0
mobile,10.0
mobile,-5.0
mobile,6.0
mobile,75.0
connect,52.0
mobile,140.0
mobile,34.0
mobile,119.0
mobile,245.0
mobile,1.0
connect,-45.0
mobile,130.0
mobile,38.0
mobile,46.0
mobile,330.0
connect,8.0
connect,26.0
mobile,97.0
connect,-46.0
mobile,-19.0
mobile,229.0
mobile,-29.0
mobile,3.0
mobile,1294.0
mobile,-86.0
connect,-102.0
connect,19.0
mobile,16.0
mobile,98.0
mobile,47.0
connect,-156.0
mobile,425.0
mobile,-77.0
connect,-4.0
connect,-29.0
mobile,685.0
connect,-814.0
mobile,995.0
connect,-6.0
mobile,168.0
mobile,4.0
mobile,17.0
connect,-170.0
connect,-42.0
mobile,142.0
connect,27.0
mobile,50.0
mobile,22.0
mobile,62.0
connect,59.0
mobile,51.0
mobile,183.0
mobile,-13.0
mobile,196.0
mobile,541.0
mobile,-79.0
mobile,62.0
connect,-38.0
mobile,173.0
connect,-189.0
mobile,63.0
mobile,64.0
mobile,287.0
mobile,-56.0
mobile,-577.0
connect,7.0
connect,-5.0
mobile,187.0
mobile,-151.0
mobile,1491.0
mobile,378.0
connect,-40.0
mobile,-82.0
connect,-9.0
connect,-412.0
mobile,-49.0
mobile,-37.0
mobile,-110.0
mobile,183.0
connect,-105.0
connect,-70.0
mobile,-44.0
mobile,446.0
mobile,7.0
mobile,-52.0
connect,-83.0
mobile,88.0
mobile,-23.0
mobile,18.0
mobile,205.0
mobile,35.0
connect,140.0
mobile,1039.0
mobile,1250.0
connect,152.0
mobile,-28.0
mobile,-7.0
mobile,146.0
mobile,66.0
mobile,2.0
connect,-496.0
mobile,3.0
mobile,16.0
connect,-70.0
mobile,-1005.0
connect,22.0
mobile,2.0
mobile,-1.0
mobile,23.0
mobile,8.0
mobile,-124.0
mobile,-57.0
mobile,-20.0
mobile,-64.0
mobile,-14.0
connect,56.0
mobile,33.0
mobile,64.0
mobile,16.0
mobile,-35.0
connect,-10.0
mobile,-3.0
mobile,157.0
mobile,25.0
mobile,11.0
mobile,51.0
mobile,56.0
mobile,290.0
mobile,22.0
connect,-86.0
mobile,-29.0
connect,-43.0
connect,-132.0
mobile,570.0
connect,77.0
mobile,67.0
mobile,-20.0
mobile,-71.0
mobile,117.0
mobile,14.0
mobile,18.0
mobile,341.0
mobile,76.0
mobile,-13.0
mobile,-749.0
mobile,-24.0
mobile,-96.0
mobile,14.0
mobile,299.0
mobile,-60.0
mobile,-283.0
connect,-431.0
mobile,405.0
mobile,-15.0
mobile,5.0
connect,-74.0
mobile,15.0
mobile,-12.0
mobile,24.0
mobile,259.0
mobile,58.0
mobile,150.0
mobile,-14.0
mobile,52.0
mobile,80.0
mobile,26.0
mobile,-218.0
mobile,2.0
mobile,94.0
mobile,-9.0
mobile,8.0
mobile,22.0
mobile,84.0
mobile,23.0
mobile,50.0
connect,-166.0
mobile,-56.0
mobile,150.0
mobile,9787.0
mobile,33.0
mobile,26.0
mobile,27.0
mobile,60.0
mobile,102.0
connect,106.0
mobile,-69.0
mobile,103.0
mobile,170.0
mobile,-5.0
mobile,-133.0
mobile,-12.0
mobile,24.0
mobile,57.0
mobile,-16.0
connect,-285.0
mobile,11.0
mobile,3.0
mobile,185.0
mobile,-22.0
mobile,-214.0
mobile,4.0
mobile,13.0
mobile,10.0
mobile,53.0
mobile,9.0
mobile,116.0
connect,-62.0
mobile,5.0
mobile,101.0
mobile,-9.0
mobile,74.0
mobile,-707.0
mobile,16.0
mobile,882.0
mobile,-90.0
mobile,149.0
mobile,6.0
mobile,-14.0
mobile,-96.0
connect,19.0
mobile,-66.0
connect,-13.0
mobile,2.0
mobile,-24.0
mobile,42.0
connect,35.0
mobile,873.0
mobile,-49.0
mobile,108.0
mobile,5.0
mobile,1476.0
mobile,-9.0
connect,-6.0
mobile,-131.0
mobile,33.0
mobile,53.0
connect,8.0
connect,-29.0
mobile,-1.0
connect,-50.0
connect,14.0
mobile,1157.0
mobile,256.0
mobile,58.0
connect,-69.0
mobile,-29.0
mobile,3.0
mobile,-7.0
mobile,74.0
mobile,-42.0
connect,-71.0
mobile,100.0
connect,-58.0
mobile,99.0
mobile,2976.0
mobile,53.0
mobile,221.0
mobile,99.0
mobile,505.0
connect,45.0
mobile,207.0
mobile,-63.0
connect,6.0
mobile,-48.0
mobile,-142.0
mobile,240.0
connect,11.0
connect,-21.0
mobile,-114.0
mobile,13.0
connect,-145.0
mobile,-115.0
mobile,-5.0
mobile,41.0
mobile,-9.0
mobile,135.0
mobile,162.0
mobile,61.0
mobile,25.0
mobile,87.0
mobile,1533.0
mobile,-29.0
mobile,9.0
mobile,251.0
connect,-16.0
mobile,-4.0
connect,-21.0
connect,-45.0
mobile,-27.0
mobile,42.0
mobile,47.0
connect,55.0
mobile,-103.0
mobile,-57.0
mobile,64.0
mobile,-69.0
mobile,33.0
mobile,0.0
connect,-14.0
connect,-176.0
connect,-320.0
mobile,15.0
mobile,143.0
mobile,-88.0
connect,-35.0
mobile,2855.0
mobile,-107.0
mobile,324.0
mobile,-27.0
connect,-1.0
mobile,-20.0
mobile,132.0
mobile,13.0
mobile,32.0
mobile,-23.0
mobile,-33.0
mobile,129.0
mobile,-56.0
mobile,135.0
mobile,16.0
mobile,5.0
mobile,116.0
mobile,96.0
mobile,-49.0
mobile,-61.0
mobile,492.0
mobile,17.0
mobile,43.0
mobile,101.0
mobile,-208.0
mobile,-91.0
mobile,-26.0
mobile,10.0
mobile,-253.0
mobile,-26.0
mobile,13.0
mobile,836.0
connect,0.0
mobile,-14.0
mobile,51.0
mobile,749.0
mobile,13.0
mobile,-3.0
connect,-3.0
mobile,65.0
mobile,-85.0
mobile,64.0
mobile,-59.0
mobile,236.0
mobile,540.0
mobile,-6.0
connect,-14.0
mobile,-16.0
mobile,665.0
connect,-22.0
mobile,21.0
mobile,132.0
mobile,10.0
mobile,-106.0
mobile,-49.0
mobile,118.0
connect,-2.0
connect,3.0
mobile,28.0
connect,42.0
connect,256.0
connect,-9.0
mobile,177.0
connect,92.0
connect,-1057.0
mobile,164.0
mobile,8.0
mobile,82.0
mobile,-20.0
connect,-40.0
mobile,706.0
mobile,34.0
mobile,89.0
mobile,73.0
mobile,1035.0
mobile,-70.0
mobile,147.0
mobile,44.0
connect,-1.0
mobile,78.0
mobile,225.0
mobile,14.0
connect,149.0
connect,944.0
mobile,99.0
mobile,-15.0
mobile,54.0
mobile,6.0
mobile,-5.0
mobile,-53.0
mobile,18.0
mobile,-228.0
mobile,82.0
mobile,-148.0
connect,56.0
mobile,43.0
connect,-89.0
mobile,11.0
mobile,-27.0
mobile,303.0
mobile,-8.0
mobile,100.0
connect,-10.0
mobile,-29.0
mobile,-13.0
mobile,228.0
mobile,-75.0
mobile,-28.0
mobile,169.0
mobile,186.0
mobile,65.0
mobile,-8.0
mobile,9.0
mobile,-81.0
mobile,67.0
mobile,52.0
connect,-95.0
mobile,197.0
mobile,102.0
connect,267.0
mobile,7.0
mobile,27.0
mobile,24.0
mobile,42.0
mobile,-9.0
mobile,-36.0
mobile,29.0
mobile,-21.0
mobile,9.0
mobile,-4.0
mobile,-50.0
mobile,-203.0
mobile,90.0
connect,37.0
mobile,62.0
connect,8.0
mobile,-107.0
mobile,-181.0
mobile,-22.0
mobile,33.0
connect,219.0
mobile,-235.0
mobile,207.0
mobile,1431.0
mobile,-56.0
mobile,-713.0
connect,33.0
mobile,32.0
connect,-48.0
connect,-162.0
mobile,93.0
connect,-50.0
mobile,109.0
mobile,-33.0
connect,-50.0
mobile,43.0
mobile,133.0
mobile,-47.0
mobile,-892.0
mobile,3925.0
mobile,-56.0
mobile,85.0
mobile,4.0
mobile,862.0
mobile,37.0
mobile,10.0
connect,11.0
mobile,10.0
mobile,-6.0
mobile,38.0
mobile,-764.0
mobile,-108.0
connect,0.0
connect,-47.0
mobile,-63.0
mobile,155.0
mobile,760.0
connect,82.0
mobile,94.0
mobile,53.0
mobile,-23.0
mobile,31.0
mobile,24.0
mobile,220.0
mobile,-10.0
connect,13.0
mobile,37.0
mobile,4.0
mobile,-49.0
mobile,-70.0
mobile,-54.0
mobile,83.0
connect,-98.0
mobile,-3.0
connect,-5.0
mobile,78.0
mobile,106.0
mobile,-3.0
mobile,54.0
mobile,-164.0
mobile,-65.0
mobile,82.0
mobile,-30.0
connect,-152.0
connect,-45.0
mobile,119.0
mobile,-86.0
connect,-140.0
mobile,-52.0
mobile,107.0
connect,2.0
mobile,8.0
connect,132.0
mobile,-108.0
mobile,27.0
mobile,-2.0
connect,-170.0
mobile,-2.0
connect,-6.0
mobile,3.0
mobile,41.0
mobile,-195.0
mobile,-40.0
mobile,2.0
connect,246.0
mobile,458.0
connect,38.0
mobile,-12.0
mobile,143.0
connect,-215.0
connect,-52.0
mobile,-286.0
mobile,178.0
mobile,22.0
mobile,37.0
connect,-70.0
mobile,-43.0
connect,-4.0
connect,-152.0
mobile,-122.0
mobile,-11.0
mobile,298.0
mobile,422.0
mobile,-67.0
connect,-264.0
connect,-38.0
mobile,-33.0
connect,64.0
mobile,254.0
connect,-316.0
mobile,6.0
mobile,14.0
mobile,2.0
connect,15.0
mobile,42.0
connect,-48.0
connect,-79.0
mobile,30.0
mobile,-33.0
mobile,37.0
mobile,33.0
mobile,133.0
connect,304.0
mobile,4.0
connect,-19.0
mobile,-40.0
connect,-472.0
mobile,-28.0
connect,-390.0
connect,-50.0
connect,4.0
mobile,6991.0
mobile,-32.0
mobile,27.0
mobile,-12.0
mobile,2.0
mobile,-71.0
mobile,824.0
mobile,31.0
mobile,-20.0
mobile,6.0
connect,1.0
mobile,10.0
mobile,2409.0
mobile,-53.0
mobile,145.0
mobile,17.0
mobile,55.0
mobile,122.0
connect,-78.0
mobile,21.0
mobile,28.0
mobile,-61.0
mobile,100.0
mobile,110.0
connect,164.0
mobile,-29.0
connect,91.0
connect,-195.0
connect,-279.0
mobile,-3.0
connect,-98.0
mobile,-5.0
mobile,9.0
mobile,-2.0
mobile,6.0
connect,-344.0
mobile,-17.0
connect,295.0
connect,16.0
mobile,46.0
mobile,35.0
mobile,153.0
mobile,231.0
mobile,-365.0
mobile,41.0
mobile,36.0
mobile,218.0
mobile,18.0
mobile,487.0
connect,61.0
mobile,-125.0
mobile,86.0
mobile,-65.0
mobile,260.0
mobile,591.0
connect,-111.0
connect,-126.0
mobile,-177.0
connect,95.0
mobile,-11.0
mobile,-36.0
mobile,20.0
mobile,-18.0
mobile,-12.0
mobile,192.0
mobile,63.0
mobile,-5.0
mobile,513.0
connect,1.0
mobile,-48.0
mobile,-115.0
mobile,-5.0
connect,19.0
mobile,-21.0
mobile,30.0
mobile,62.0
mobile,8.0
mobile,723.0
mobile,64.0
connect,265.0
mobile,398.0
mobile,41.0
mobile,-30.0
connect,5.0
connect,0.0
connect,-170.0
mobile,-50.0
connect,-106.0
connect,6.0
mobile,0.0
mobile,84.0
connect,-97.0
mobile,-182.0
mobile,-449.0
mobile,7.0
connect,-26.0
mobile,79.0
connect,-484.0
mobile,19.0
mobile,236.0
mobile,-3.0
mobile,9.0
mobile,34.0
mobile,-47.0
mobile,4.0
connect,57.0
mobile,131.0
mobile,12.0
connect,-832.0
mobile,119.0
mobile,58.0
mobile,12.0
mobile,-54.0
mobile,2920.0
connect,1.0
connect,-45.0
mobile,-33.0
mobile,1305.0
mobile,-36.0
mobile,-129.0
mobile,-32.0
mobile,31.0
mobile,549.0
mobile,-23.0
mobile,8.0
connect,120.0
mobile,72.0
connect,-28.0
mobile,10.0
mobile,59.0
mobile,388.0
connect,-101.0
connect,112.0
mobile,-111.0
mobile,120.0
connect,-7.0
mobile,105.0
mobile,25.0
mobile,-58.0
mobile,465.0
mobile,1.0
connect,-18.0
connect,40.0
mobile,11.0
connect,-113.0
mobile,75.0
mobile,61.0
mobile,-100.0
connect,-11.0
connect,-49.0
mobile,8.0
mobile,-31.0
connect,126.0
mobile,-29.0
mobile,126.0
mobile,-146.0
mobile,48.0
mobile,1.0
connect,-146.0
mobile,211.0
mobile,17.0
mobile,-64.0
mobile,-376.0
mobile,-278.0
mobile,87.0
connect,-181.0
mobile,92.0
mobile,45.0
mobile,3.0
mobile,-20.0
mobile,212.0
mobile,-12.0
mobile,-52.0
mobile,34.0
mobile,3.0
mobile,-201.0
connect,36.0
connect,74.0
mobile,220.0
mobile,76.0
mobile,68.0
mobile,125.0
mobile,-59.0
mobile,-1.0
mobile,34.0
mobile,-92.0
mobile,-56.0
connect,43.0
mobile,61.0
mobile,-949.0
connect,-12.0
connect,92.0
mobile,10.0
mobile,9.0
connect,-94.0
connect,-405.0
connect,25.0
mobile,91.0
connect,-1438.0
mobile,-328.0
mobile,530.0
mobile,684.0
mobile,-12.0
mobile,404.0
mobile,-27.0
mobile,487.0
mobile,-5.0
mobile,-190.0
mobile,64.0
mobile,6.0
mobile,125.0
mobile,-147.0
mobile,-76.0
mobile,-2.0
mobile,51.0
mobile,2.0
mobile,62.0
connect,-18.0
mobile,33.0
mobile,39.0
mobile,-113.0
connect,-71.0
mobile,55.0
mobile,4258.0
mobile,-75.0
mobile,71.0
mobile,-22.0
mobile,-158.0
connect,-110.0
mobile,4.0
mobile,-88.0
mobile,-44.0
mobile,-27.0
mobile,28.0
connect,-15.0
mobile,34.0
mobile,35.0
mobile,27.0
mobile,-48.0
mobile,127.0
mobile,-33.0
connect,5.0
mobile,103.0
connect,-13.0
mobile,-253.0
